,0,1,2,3,4,5,6,7
567,1693,원자력 병원,운영중,15,0,서울특별시 노원구 노원로 75 원자력병원 국가방사선 비상진료센터,37.62818909,127.08210754
568,1695,월계미륭아파트 정문,운영중,1,0,서울특별시 노원구 마들로 111 월계미륭아파트.월계삼호아파트,37.62341690,127.06693268
569,1696,수락리버시티4단지,운영중,1,0,서울특별시 노원구 누원로 18 수락리버시티4단지,37.68645096,127.05283356
570,1697,상계주공2단지 219동,운영중,1,0,서울특별시 노원구 동일로215길 81 새상계교회,37.65024948,127.05715179
571,170,가재울 뉴타운 주유소 옆,운영중,10,1,서울특별시 서대문구 남가좌동 124 가재울 뉴타운 주유소 옆,37.57311249,126.92244720
572,1700,상계보람아파트 202동,운영중,1,0,서울특별시 노원구 한글비석로 480 보람아파트2단지,37.66521454,127.06613922
573,1702,녹천역 1번출구 앞,운영중,10,7,서울특별시 도봉구 덕릉로 376 창동 57-11,37.64617157,127.05056000
574,1703,도봉산광역환승센터앞,운영중,15,1,서울특별시 도봉구 도봉로 955 도봉동 637-1,37.68972015,127.04519653
575,1705,도봉구청 정문앞,운영중,8,4,서울특별시 도봉구 마들로 656 방학동 720,37.66922379,127.04651642
576,1706,기업은행 앞,운영중,10,3,서울특별시 도봉구 도봉로 683 방학동 726-92,37.66566467,127.04267120
577,1707,도봉구민회관,운영중,15,0,서울특별시 도봉구 도봉로 552 창동 723-11,37.65446091,127.03851318
578,1708,보건소사거리(다비치안경창동점),운영중,8,0,서울특별시 도봉구 해등로 150 창동 723-10,37.65682983,127.03984833
579,1709,쌍문역4번출구 주변,운영중,15,0,서울특별시 도봉구 도봉로 지하 486-1 쌍문동 83-5,37.65012741,127.03534698
580,171,임광빌딩 앞,운영중,10,3,서울특별시 서대문구 미근동 317-1 임광빌딩 앞,37.56472397,126.96727753
581,1713,쌍문동 청소년 랜드,운영중,10,0,서울특별시  도봉구 노해로140 쌍문동 청소년 랜드,37.64726639,127.02587891
582,1714,도봉문화정보도서관 삼거리,운영중,10,0,서울특별시 도봉구 덕릉로 315 도봉문화정보도서관 삼거리,37.64463043,127.04460907
583,1715,서울특별시교육청도봉도서관,운영중,20,3,서울특별시 도봉구 삼양로556 서울특별시교육청도봉도서관,37.65317917,127.01278687
584,1716,하나로마트 창동점,운영중,10,1,서울특별시 도봉구 마들로11길 20 하나로마트 창동점,37.65420151,127.05072784
585,1717,시립창동운동장 입구,운영중,15,3,서울특별시 도봉구 창동 1-24 시립창동운동장 입구,37.65570831,127.05010223
586,1719,신도봉사거리 버스정류장,운영중,10,6,서울특별시  도봉구 도봉로 771 신도봉사거리 버스정류장,37.67328262,127.04399109
587,1720,도봉구청 옆(중랑천변),운영중,27,9,서울특별시 도봉구 마들로 656 도봉구청 옆(중랑천변),37.66867065,127.04798126
588,1721,창동역 2번출구,운영중,12,0,서울특별시 창동 74-2  창동역 2번출구,37.65301514,127.04699707
589,1722,창동청소년수련관,운영중,15,0,서울특별시 도봉구 노해로69길 132 창동청소년수련관,37.65779877,127.05004883
590,1723,방학동학마을도서관,운영중,10,4,서울특별시 도봉구 시루봉로 128 방학동학마을도서관,37.66207886,127.02771759
591,1725,창1동주민센터,운영중,10,2,서울특별시 도봉구 해등로 46 창1동주민센터,37.64750290,127.04331207
592,1726,삼익세라믹아파트교차로,운영중,8,0,서울특별시 도봉구 해등로 189 삼익세라믹아파트,37.65858841,127.03520966
593,1727,서울도봉초등학교인근,운영중,15,0,서울특별시 도봉구 도봉로173길 96 서울도봉초등학교인근,37.67867661,127.04076385
594,1728,서울북부지방법원,운영중,15,0,서울특별시 도봉구 마들로 749 서울북부지방법원,37.67766571,127.04624176
595,1729,파리바게트앞,운영중,10,0,서울특별시 도봉구 도봉로 891 파리바게트앞,37.68400955,127.04579163
596,173,서대문역 8번출구 앞,운영중,8,1,서울특별시 서대문구 충정로2가 138 서대문역 8번출구 앞,37.56477737,126.96614838
597,1730,도봉산역 교차로 앞,운영중,10,7,서울특별시 도봉구 도봉산길 10 도봉산역 교차로 앞,37.68759155,127.04550171
598,1731,도봉고등학교 맞은편,운영중,15,1,서울특별시 도봉구 도봉동 282-16,37.68762970,127.04221344
599,1732,우리은행 앞,운영중,10,2,서울특별시 도봉구 도봉로 707 우리은행 앞,37.66759872,127.04299927
600,1733,방학사거리 (봄마당 앞),운영중,12,1,서울특별시 도봉구 방학로 102 방학사거리 (봄마당 앞),37.66297913,127.04193878
601,1734,쌍문현대1차아파트 108동 앞,운영중,10,0,서울특별시 도봉구 해등로 218 쌍문현대1차아파트 108동 앞,37.65814972,127.03266907
602,1735,"도봉역 1,2번 출구사이 건너편",운영중,13,3,"서울특별시 도봉구 도봉로170길 2 도봉역 1,2번 출구사이 건너편",37.67911911,127.04498291
603,1736,버스정류장 앞,운영중,12,0,서울특별시 도봉구 도봉로 528 버스정류장 앞,37.65224075,127.03706360
604,1737,하나은행 (창동점),운영중,8,3,서울특별시 도봉구 덕릉로 249 하나은행 (창동점),37.63970184,127.03883362
605,1738,창동주공17단지 상가앞,운영중,10,3,서울특별시 도봉구 덕릉로 404 창동주공17단지 상가앞,37.64630890,127.05274200
606,1741,제일강산수산입구,운영중,15,0,서울특별시 도봉구 도봉로 444 제일강산수산입구,37.64519882,127.03298187
607,1742,북한산 코오롱 하늘채,운영중,10,1,서울특별시 도봉구 우이천로 367 북한산 코오롱 하늘채,37.64889145,127.02301788
608,1743,창동19단지아파트 관리사무소앞,운영중,1,0,서울특별시 도봉구 노해로70길 37 주공19단지아파트,37.65039062,127.05219269
609,1744,KT방학지사 앞,운영중,1,0,서울특별시 도봉구 도봉로 684 국민건강보험도봉지사,37.66527176,127.04314423
610,1746,다이소방학점 앞,운영중,1,0,서울특별시 도봉구 도봉로150길 9 녹산교회,37.66623306,127.04331970
611,1748,피자헛 앞(도봉병원 옆),운영중,1,0,서울특별시 도봉구 도봉로 724,37.66898346,127.04376221
612,1749,ESA아파트 상가 앞,운영중,1,0,서울특별시 도봉구 도봉로150길 43 ESA 아파트,37.66627121,127.04598999
613,175,홍연2교옆,운영중,20,3,서울특별시 서대문구 홍은동 387-16 홍연2교옆,37.57807159,126.93081665
614,1750,창포원 남쪽 입구,운영중,1,0,서울특별시 도봉구 마들로 916 방문자센터,37.68826675,127.04889679
615,1751,창원초등학교 교차로,운영중,1,0,서울특별시 도봉구 해등로12길 44 주공2단지아파트,37.65212250,127.04170227
616,1752,창동 주공 4단지 입구 옆,운영중,1,0,서울특별시 도봉구 덕릉로 357 주공4단지아파트,37.64548111,127.04857635
617,1754,창동시장입구 사거리,운영중,1,0,서울특별시 도봉구 도봉로 461 우림빌딩,37.64689636,127.03343201
618,1756,서울북부광역등기국,운영중,1,0,서울특별시 도봉구 노해로 327,37.65144730,127.04470825
619,1757,솔밭공원역 1번출구 앞,운영중,1,0,서울특별시 도봉구 삼양로 590,37.65568542,127.01338196
620,1758,북서울교회 버스정류소 앞,운영중,1,0,서울특별시 도봉구 삼양로 610 산수디앤씨,37.65727997,127.01375580
621,1759,서울북부지방법원 앞,운영중,1,0,서울특별시 도봉구 마들로 749 서울북부지방법원,37.67721939,127.04863739
622,176,명지대학교 도서관,운영중,10,2,서울특별시 서대문구 거북골로 34 서대문구 거북골로 34,37.58109665,126.92402649
623,1761,방학중학교 앞,운영중,1,0,서울특별시 도봉구 시루봉로 188 방학중학교,37.66562271,127.03108978
624,1762,북한산 한신휴플러스APT앞,운영중,1,0,서울특별시 도봉구 도봉로136가길 73 북한산한신휴플러스아파트,37.65533829,127.04241943
625,1765,쌍문역 1번 출구(양산부인과 빌딩),운영중,1,0,서울특별시 도봉구 도봉로 496,37.64966965,127.03561401
626,1767,태양중앙교회 앞,운영중,1,0,서울특별시 도봉구 방학동 726-127,37.66250992,127.03327942
627,1768,신동아타워 버스정류소,운영중,1,0,서울특별시 도봉구 방학로 217-1,37.66205215,127.02875519
628,177,북가좌 초등학교,운영중,8,2,서울특별시 서대문구 거북골로19길 20 북가좌 초등학교,37.57767487,126.90980530
629,1771,성원APT버스정류소,운영중,1,0,서울특별시 도봉구 해등로 242-18 현대아파트,37.65796661,127.03009033
630,1772,시립도봉노인복지관 버스정류소,운영중,1,0,서울특별시 도봉구 쌍문동 45-13,37.65805054,127.03575897
631,1774,반석교회(쌍문동),운영중,1,0,서울특별시 도봉구 쌍문동 83-2,37.65134811,127.03472900
632,1775,신원리베르텔 앞,운영중,1,0,서울특별시 도봉구 창동 339,37.65128708,127.04554749
633,178,증산3교 앞,운영중,10,0,서울특별시 서대문구 북가좌동 352-9 증산3교 앞,37.57987595,126.90634918
634,179,가좌역 4번출구 앞,운영중,15,0,서울특별시 서대문구 남가좌동 293-3  가좌역 4번출구 앞,37.56912231,126.91479492
635,180,충정로역 7번출구 아래,운영중,10,0,서울특별시 서대문구 충정로3가 56-1 충정로역 7번출구 뒤,37.55996704,126.96246338
636,1804,독산역 2번출구 자전거주차장,운영중,10,0,서울특별시 금천구 벚꽃로 115 가산동 680-2 독산역 2번출구 뒤편 자전거 주차장,37.46652985,126.88871765
637,1805,서울디지털운동장 앞,운영중,10,0,서울특별시 금천구 가산디지털2로 151 가산동 459-16,37.48228836,126.87776947
638,1806,에이스하이엔드타워9차 앞,운영중,10,0,서울특별시 금천구 가산디지털1로 233 가산동 602-3,37.48621368,126.87863922
639,1808,에이스하이엔드타워8차 앞,운영중,20,0,서울특별시 금천구 가산디지털1로 84 가산동 345-5,37.47320938,126.88494110
640,1809,LG전자 별관동(호서대 벤처타워 맞은편),운영중,10,0,서울특별시 금천구 가산디지털1로 63 가산동 319-11,37.47077942,126.88515472
641,181,망원초록길 입구,운영중,15,2,서울특별시 마포구 마포나루길 467 망원초록길 입구,37.55134201,126.90267181
642,1812,갑을그레이트밸리 앞,운영중,10,0,서울특별시 금천구 디지털로9길 32 가산동 60-35,37.47903061,126.88729858
643,1814,두산위브아파트 옆 상가건물 앞,운영중,8,0,서울특별시 금천구 가산로 99 가산동 153-16,37.47422028,126.89412689
644,1816,금천폭포공원 앞,운영중,20,4,서울특별시 금천구 시흥대로38길 61 시흥동 1001-1,37.44686127,126.90383148
645,1819,금천구청 앞 자전거거치대,운영중,10,2,서울특별시 금천구 시흥대로73길 70 시흥동 1020,37.45647812,126.89592743
646,182,망원2빗물펌프장 앞,운영중,10,0,서울특별시 마포구 동교로 7 망원2 빗물펌프장 앞,37.55156708,126.90284729
647,1820,신한은행 시흥대로금융센터지점,운영중,10,4,서울특별시 금천구 시흥대로 446 시흥동 1001-7,37.44334030,126.90335846
648,1821,홈플러스 시흥점 맞은편 다비치안경 앞,운영중,10,2,서울특별시 금천구 시흥대로 198 시흥동 1000-92,37.45145798,126.90211487
649,1822,서울 시흥동우체국 앞,운영중,10,2,서울특별시 금천구 시흥대로 217 시흥동 1000-71,37.45299149,126.90090942
650,1823,상신정비공업 앞,운영중,20,5,서울특별시 금천구 시흥대로 287 독산동 1080-8,37.45891190,126.89859009
651,1824,독산근린공원 입구,운영중,15,6,서울특별시 금천구 독산동  독산동 1086 (금천교 사거리 독산근린공원 입구),37.46455002,126.88372803
652,1825,한신아파트 앞 육교 아래,운영중,10,4,서울특별시 금천구 금하로1길 70 독산동 1094 (성민성결교회 앞),37.45470047,126.89105225
653,1826,한신코아 앞,운영중,20,6,서울특별시 금천구 한내로 62 독산동 1092 (도로다이어트 사업으로 보도 확장예정),37.45684052,126.88834381
654,1827,독산보도육교 앞 자전거 보관소,운영중,20,7,서울특별시 금천구 독산동 727-1,37.45672607,126.89306641
655,1828,한양수자인아파트 앞,운영중,10,0,서울특별시 금천구 시흥대로150길 6 독산동 996-9,37.47531891,126.89888763
656,1829,홈플러스 금천점 앞,운영중,10,6,서울특별시 금천구 시흥대로 391 독산동 291-4,37.46913910,126.89720154
657,183,하늘채코오롱아파트 건너편,운영중,15,1,서울특별시 마포구 연남로 30 하늘채코오롱아파트 건너편,37.56516647,126.91939545
658,1830,빅마켓 금천점 앞,운영중,15,5,서울특별시 금천구 두산로 71 독산동 295-22,37.47023010,126.89507294
659,1831,메이퀸웨딩컨벤션 앞,운영중,10,12,서울특별시 금천구 시흥대로 435 독산동 152-12,37.47249985,126.89795685
660,1833,독산역 1번출구 앞 자전거보관소,운영중,10,2,"서울특별시 금천구 벚꽃로 115 독산동 1081-9 (금천고가차도 하부, 태영아파트 앞)",37.46654129,126.89028168
661,1834,월드메르디앙 벤처센터 2차,운영중,15,0,서울특별시 금천구 가산디지털2로 123 가산동 450-2,37.47908401,126.87904358
662,1835,STX V타워,운영중,10,0,서울특별시 금천구 가산디지털1로 128 가산동 371-37,37.47706985,126.88442993
663,1836,금천구립 독산도서관,운영중,7,0,서울특별시 금천구 독산로54길 114 독산동 375-2,37.46740341,126.90814209
664,1839,수출의 다리 아래,운영중,20,0,서울특별시 가산동 60-35 수출의 다리 아래,37.47705841,126.88518524
665,184,SK망원동주유소 건너편,운영중,9,3,서울특별시 마포구 월드컵로 119 SK망원동주유소 건너편,37.55894852,126.90775299
666,1840,솔브레인이엔지 뒤편,운영중,20,0,서울특별시 가산동 219-18 솔브레인이엔지 뒤편,37.47510147,126.88806915
667,1841,가산동 주민센터,운영중,10,2,서울특별시 가산동 144-3 가산동 주민센터,37.47695160,126.89186859
668,1842,한울중학교,운영중,15,2,서울특별시 시흥동 1000-3 한울중학교,37.46257401,126.90686035
669,1843,독산고등학교,운영중,10,0,서울특별시 독산동 906-42 독산고등학교,37.47709656,126.91113281
670,1845,롯데캐슬골드파크1차 서문,운영중,15,0,서울특별시 금천구 벚꽃로40  롯데캐슬골드파크1차 서문,37.46028900,126.89218903
671,1846,롯데캐슬골드파크1차 동문,운영중,15,6,서울특별시 금천구 독산동 441-19  롯데캐슬골드파크1차 동문,37.46017075,126.89604187
672,1847,독산주공 14단지 버스정류소,운영중,10,2,서울특별시 금천구 안양천로 독산주공 14단지 버스정류소,37.46103287,126.88710022
673,1848,벽산 디지털밸리 5차,운영중,10,0,서울특별시 금천구 가산동 60-73  벽산 디지털밸리 5차,37.47627640,126.88539124
674,1849,대륭포스트타워5차,운영중,10,0,서울특별시 금천구 디지털로9길 68 대륭포스트타워5차,37.48135376,126.88694000
675,185,마포 신수공원 앞,운영중,15,2,서울특별시 마포구 현석동 106-32 마포 신수공원 앞,37.54254532,126.93429565
676,1850,코오롱테크노밸리,운영중,10,1,서울특별시 금천구 디지털로9길 56 코오롱테크노밸리,37.48015976,126.88636780
677,1851,가산디지털단지 7번출구,운영중,10,0,서울특별시 금천구 벚꽃로 309 가산디지털단지 7번출구,37.48123169,126.88148499
678,1852,혜명양로원 담장 옆,운영중,10,0,서울특별시 금천구 금하로29길 36 혜명양로원 담장 옆,37.45177078,126.91339874
679,1853,서울디자인직업전문학교 앞,운영중,10,1,서울특별시 금천구 가산로 70 서울디자인직업전문학교 앞,37.47248077,126.89586639
680,1854,가산아네스트 오피스텔 앞,운영중,10,4,서울특별시 금천구 남부순환로 1314 가산아네스트 오피스텔 앞,37.47817993,126.89740753
681,1855,성지아파트 옆 도로변,운영중,10,1,서울특별시 금천구 시흥대로51길 55 성지아파트 옆 도로변,37.45132065,126.89762115
682,1856,모두의학교,운영중,10,1,서울특별시 금천구 남부순환로128길 42 모두의학교,37.47840881,126.90737152
683,1858,석수역1번출구 앞 (SK주유소),운영중,10,0,서울특별시 금천구 시흥대로 39-7 석수역1번출구 앞 (SK주유소),37.43727112,126.90268707
684,1859,대륭테크노타운 18차,운영중,20,10,서울특별시 금천구 가산디지털1로 19 대륭테크노타운 18차,37.46799850,126.88684082
685,186,월드컵공원,운영중,40,3,서울특별시 마포구 하늘공원로 108-1 월드컵공원,37.56396484,126.89820862
686,1861,IBK기업은행 석수역 지점 앞,운영중,1,0,서울특별시 금천구 시흥대로 46 중앙철재종합상가,37.43698120,126.90329742
687,1862,스타즈호텔독산 빌딩 앞,운영중,1,0,서울특별시 금천구 시흥대로 315 금천롯데캐슬골드파크4차,37.46134567,126.89758301
688,1863,위너스 스포츠클럽 골프연습장옆,운영중,1,0,서울특별시 금천구 시흥대로 296 위너스스포츠클럽,37.46053696,126.89860535
689,1864,산호시티빌 옆,운영중,1,0,서울특별시 금천구 시흥동 1000-35,37.45652008,126.89955139
690,1865,금천구청앞(M빌딩),운영중,1,0,서울특별시 금천구 시흥동 113-155,37.45633316,126.89645386
691,1866,서울안천초등학교 옆,운영중,1,0,서울특별시 금천구 독산동 1091,37.45777893,126.88942719
692,1867,대륭포스트타워6차 앞,운영중,1,0,서울특별시 금천구 벚꽃로 298 대륭포스트타워6차,37.48088837,126.88380432
693,1868,우리은행 시흥남자동화점 앞,운영중,1,0,서울특별시 금천구 시흥대로 155,37.44785309,126.90288544
694,1869,롯데캐슬골드파크3차 301동 앞,운영중,1,0,서울특별시 금천구 시흥대로 291 금천롯데캐슬골드파크3차,37.45901871,126.89671326
695,1870,독산3동주민센터 앞,운영중,1,0,서울특별시 금천구 독산동 995-6,37.47507095,126.90335846
696,188,홍은동 정원여중 입구,운영중,10,0,서울특별시 서대문구 연희로37안길 51 홍은동 정원여중 입구,37.58638763,126.93512726
697,1901,신도림동주민센터 앞,운영중,10,1,서울특별시 구로구 신도림로 40 구로구 신도림동 397-32,37.50733185,126.87973022
698,1904,도림천역 1번 출구 앞,운영중,10,8,서울특별시 구로구 경인로67길 160 구로구 신도림동 323-16,37.51424026,126.88287354
699,1906,신도림역 1번 출구 앞,운영중,20,0,서울특별시 구로구 경인로 688 구로구 신도림동 348-1,37.50971985,126.89009857
700,1907,구일우성(아) 육교 밑,운영중,12,0,서울특별시 구로구 구일로2길 59 구로구 구로동 685-524,37.48963165,126.87625885
701,1908,해원리바파크 육교 밑,운영중,10,1,서울특별시 구로구 구일로 110 구로구 구로동 642-107,37.49528503,126.87216187
702,191,서우빌딩(바른학원),운영중,10,3,서울특별시 서대문구 응암로 66 정명학원,37.57889175,126.91073608
703,1911,구로디지털단지역 앞,운영중,10,1,서울특별시 구로구 시흥대로 577-2 구로구 구로동 1119,37.48493958,126.90132141
704,1912,한신휴아파트 앞,운영중,10,0,서울특별시 구로구 디지털로31길 120 구로구 구로동 772,37.48880005,126.89066315
705,1913,구로리공원,운영중,10,1,서울특별시 구로구 구로중앙로 13 구로구 구로동 136-14,37.49103165,126.89215088
706,1914,대림역4번출구,운영중,10,0,서울특별시 구로구 도림천로 351 구로구 구로동 72-9,37.49440384,126.89444733
707,1916,구로중학교앞,운영중,10,0,서울특별시 구로구 구로중앙로 48 구로구 구로동 65,37.49414062,126.88998413
708,192,연서어린이공원,운영중,10,1,서울특별시 서대문구 연희동 519-7 연서어린이공원,37.57222748,126.92306519
709,1920,서울미래초등학교 사거리,운영중,10,0,서울특별시 구로구 새말로 73 구로구 구로동 50,37.50437927,126.88829803
710,1924,삼부르네상스파크빌,운영중,10,1,서울특별시 구로구 남부순환로 1299 구로구 가리봉동 127-30,37.47874069,126.89509583
711,1925,동양미래대학교 정문 옆,운영중,20,5,서울특별시 구로구 경인로 445 구로구 고척동 63-3,37.49988937,126.86769867
712,1928,고척스카이돔구장 광장,운영중,10,1,서울특별시 구로구 경인로 430 구로구 고척동 63-5,37.49946976,126.86840057
713,1929,고척근린공원 고척도서관 앞,운영중,10,2,서울특별시 구로구 고척로45길 31 구로구 고척동 산 9-14,37.50513458,126.85276031
714,1930,개봉지구대 개봉치안센터,운영중,7,3,서울특별시 구로구 경인로 293 구로구 개봉동 139-4,37.49768448,126.85372925
715,1931,개봉역(북측광장),운영중,10,7,서울특별시 구로구 경인로40길 47 구로구 개봉동 416-99,37.49499512,126.85825348
716,1933,개봉푸르지오아파트 상가,운영중,10,3,서울특별시 구로구 남부순환로 775 개봉푸르지오,37.50170517,126.84728241
717,1936,개봉역 1번 출구 자전거보관서쪽,운영중,10,0,서울특별시 구로구 경인로40길 47 구로구 개봉동 202-42,37.49428177,126.85921478
718,1937,한진아파트 입구,운영중,15,7,서울특별시 구로구 개봉로3길 87 구로구 개봉동 375-4,37.48606110,126.85201263
719,194,증산교 앞,운영중,10,1,서울특별시 서대문구 불광천길 36 증산교 앞,37.57731628,126.90296936
720,1941,오류동역 2번출구,운영중,10,11,서울특별시 구로구 서해안로 2340-10 구로구 오류동 135-2,37.49393845,126.84405518
721,1943,온수역 북측,운영중,10,4,서울특별시 구로구 경인로3길 지하 64 구로구 온수동 119-4,37.49279022,126.82452393
722,1946,구로역 광장,운영중,10,1,서울특별시 구로구 구로중앙로 174 구로동 603-26,37.50311661,126.88038635
723,195,모래내고가차도,운영중,10,2,서울특별시 서대문구 연희동 446-76 모래내고가차도,37.56765747,126.91780853
724,1951,천왕이펜하우스 4단지 상가 앞,운영중,20,9,서울특별시 구로구 천왕로 9 구로구 천왕동 79-11,37.48028946,126.83950043
725,1952,천왕연지타운2단지 앞,운영중,15,6,서울특별시 구로구 오리로 1102-10 구로구 천왕동 257-82,37.48210526,126.84572601
726,1953,천왕역 4번출구 뒤,운영중,20,9,서울특별시 구로구 오리로 지하 1154 구로구 오류동 174-6,37.48638535,126.83921051
727,1955,디지털입구 교차로,운영중,10,1,서울특별시 구로구 시흥대로 551 디지털입구 교차로,37.48288345,126.90103912
728,1956,도야미리숯불갈비 앞,운영중,10,1,서울특별시 구로구 신도림로 67 도야미리숯불갈비 앞,37.51000977,126.88204956
729,1957,구일고등학교 정문,운영중,15,4,서울특별시 구로구 구일로 90-51 구일고등학교 정문,37.49340057,126.87432861
730,1958,강서수도사업소민원센터,운영중,10,0,서울특별시 구로구 가마산로 272 강서수도사업소민원센터,37.49578094,126.89012146
731,1959,구로구의회 앞,운영중,10,0,서울특별시 구로구 가마산로25길 9-24 구로구의회 앞,37.49645615,126.88958740
732,196,연희교차로 인근,운영중,10,0,서울특별시 서대문구 홍제천로 48 연희교차로 인근,37.56612015,126.92589569
733,1960,화광신문사 앞,운영중,10,0,서울특별시 구로구 공원로 68 화광신문사 앞,37.50284958,126.88948059
734,1961,신도림테크노근린공원,운영중,15,0,서울특별시 구로구 새말로 121-15 신도림테크노근린공원,37.50819397,126.89130402
735,1962,가리봉동주민센터,운영중,15,0,서울특별시 구로구 디지털로26길 5 가리봉동주민센터,37.48160172,126.89279938
736,1964,원메디타운 앞,운영중,10,3,서울특별시 구로구 경인로 403 원메디타운 앞,37.49789047,126.86450195
737,1965,삼환로즈빌아파트 105동 옆,운영중,15,7,서울특별시 구로구 경인로 343 삼환로즈빌아파트 105동 옆,37.49723053,126.85919189
738,1966,한마을아파트 정문상가,운영중,10,7,서울특별시 구로구 경인로 382 한마을아파트 정문상가,37.49649811,126.86309814
739,1967,참새공원(백곡경노당),운영중,10,10,서울특별시 구로구 고척로21길 85 참새공원(백곡경노당),37.50513840,126.84433746
740,1968,동인오피스텔 건너편 소공원,운영중,12,3,서울특별시 구로구 고척로22길 64 동인오피스텔 건너편 소공원,37.49848175,126.84750366
741,1969,궁동생태공원,운영중,10,5,서울특별시 구로구 오리로 1352 궁동생태공원,37.50190353,126.82896423
742,1971,오정초교 앞 보도육교,운영중,10,2,서울특별시 구로구 경인로2길 10 오청초교 앞 보도육교,37.49072266,126.82639313
743,1973,오리로와 서해안도로 교차로 앞,운영중,10,3,서울특별시 구로구 오리로 1181 오리로와 서해안도로 교차로 앞,37.48859787,126.83649445
744,1974,신도림2차e편한세상아파트 203동 앞,운영중,10,0,서울특별시 구로구 신도림로 16 신도림2차e편한세상아파트 203동 앞,37.50518036,126.88253784
745,1975,대림역 1번 출입구 밑,운영중,10,0,서울특별시 구로구 도림천로 351 대림역 1번 출입구 밑,37.49256516,126.89475250
746,1976,남구로역 5번 출입구 앞,운영중,10,0,서울특별시 구로구 도림로 지하 7 남구로역 5번 출입구 앞,37.48567963,126.88670349
747,1977,천왕역 1번 출입구 앞,운영중,15,3,서울특별시 구로구 오리로 지하 1154 천왕역 1번 출입구 앞,37.48620987,126.83882141
748,1979,구로1동우체국 앞,운영중,10,1,서울특별시 구로구 구일로 64 구로1동우체국 앞,37.49203110,126.87377167
749,198,충정2교,운영중,15,0,서울특별시 서대문구 충정로3가 155-4 충청2교,37.56213760,126.96377563
750,1981,천왕이펜하우스5단지 앞,운영중,10,8,서울특별시 구로구 천왕로 10 천왕이펜하우스5단지 앞,37.47943115,126.84269714
751,1983,구로동롯데아파트,운영중,10,0,서울특별시 구로구 새말로 31 구로동롯데아파트,37.50254822,126.88388062
752,1984,구로구청,운영중,10,1,서울특별시 구로구 가마산로 245 구로구청,37.49526596,126.88847351
753,1985,구로도서관,운영중,20,4,서울특별시 구로구 공원로 15 구로도서관,37.49851608,126.89199066
754,1986,태평양물산빌딩,운영중,15,1,서울특별시 구로구 디지털로31길 12 태평양물산IT빌딩 앞,37.48485947,126.89518738
755,1987,개봉아이파크아파트 앞,운영중,15,8,서울특별시 구로구 개봉로2길 133-15 개봉아이파크아파트 앞,37.49034119,126.86093140
756,1988,고척LIGA아파트 앞,운영중,20,8,서울특별시 구로구 중앙로 100 고척LIGA아파트 앞,37.50605011,126.86078644
757,199,서울 월드컵 경기장,운영중,30,1,서울특별시 마포구 성산동 515 서울 월드컵 경기장,37.56684494,126.89644623
758,1991,오류동역 맞은편,운영중,10,10,서울특별시 구로구 경인로 219 동방서적,37.49676132,126.84496307
759,1992,구로구배드민턴실내체육관 앞,운영중,19,12,서울특별시 구로구 경인로15길 75 구로구배드민턴실내체육관 앞,37.49179840,126.83242035
760,1993,금강수목원아파트 앞,운영중,10,8,서울특별시 구로구 오리로 1197 금강수목원아파트 앞,37.48937988,126.83419800
761,1994,삼성전자 물류센터 앞,운영중,10,3,서울특별시 구로구 구일로 126 삼성전자 물류센터 앞,37.49699783,126.87178040
762,1996,구일역 1번 출입구 앞,운영중,20,5,서울특별시 구로구 구일로10길 27 SK허브수 A동,37.49539948,126.87100983
763,1998,고척교 교차로,운영중,8,0,서울특별시 구로구 경인로 482 롯데마트 건너편,37.49856949,126.87152100
764,1999,수궁동 성당 주변,운영중,15,9,서울특별시 구로구 부일로11길 51 동양빌라 주변,37.49525833,126.83065796
765,200,국회의원회관,운영중,20,0,서울특별시 영등포구 의사당대로 1 1,37.52841568,126.91391754
766,2000,신도림4차 e편한세상 아파트 1109동 앞,운영중,15,0,서울특별시 구로구 경인로65길 16-15 신도림4차 e편한세상 아파트 1109동 앞,37.51232910,126.88683319
767,2002,노들역 1번출구,운영중,18,16,서울특별시 동작구 노량진로 지하 238 동작구 본동 344-10,37.51284409,126.95246887
768,2003,사육신공원앞,운영중,10,5,서울특별시 동작구 노량진로 191 동작구 노량진동 152-7,37.51335907,126.94805908
769,2007,유한양행앞,운영중,20,9,서울특별시 동작구 노량진로 74 동작구 대방동 47-3,37.51293945,126.93424225
770,2008,노량진근린공원 대방공원,운영중,10,2,서울특별시 동작구 여의대방로44길 20 동작구 대방동 503-2,37.50936890,126.92807007
771,2009,보라매역 8번출구,운영중,10,0,서울특별시 동작구 상도로 지하 2 동작구 대방동 466-51,37.50007629,126.92108154
772,201,진미파라곤 앞,운영중,15,3,서울특별시 영등포구 국회대로76길 10 13-1,37.53123856,126.92133331
773,2012,녹십초요양병원앞,운영중,10,0,서울특별시 동작구 시흥대로 634 동작구 신대방동 699,37.48836136,126.90622711
774,2013,장승배기역 5번출구,운영중,30,0,서울특별시 동작구 상도로 지하 188 동작구 노량진동 311-4,37.50585175,126.93936157
775,2015,신대방삼거리역 6번출구쪽,운영중,10,2,서울특별시 동작구 상도로 지하 76 동작구 상도동 329-2,37.49985504,126.92956543
776,2016,신대방삼거리역 3번출구쪽,운영중,10,3,서울특별시 동작구 상도로 지하 76 동작구 대방동 406-10,37.49964523,126.92709351
777,202,국민일보 앞,운영중,30,0,서울특별시 영등포구 여의공원로 101 101,37.52881622,126.92453003
